Date,Close,Percent Change,Volume
2/24/2022,2661.44,-2.17%,"4,293,864,191.66"
2/27/2022,2653.7,-0.29%,"3,273,065,909.76"
2/28/2022,2610.6,-1.62%,"3,660,189,867.56"
3/2/2022,2547.04,-2.43%,"3,621,143,979.33"
3/6/2022,2543.39,-0.14%,"2,493,241,272.52"
3/7/2022,2544.93,0.06%,"2,600,930,402.62"
3/9/2022,2514.58,-1.19%,"2,352,317,142.04"
3/10/2022,2566.9,2.08%,"2,780,216,427.20"
3/13/2022,2667.97,3.94%,"4,870,715,387.13"
3/14/2022,2668.11,0.01%,"1,342,232,838.50"
3/15/2022,2650.97,-0.64%,"3,364,229,175.36"
3/16/2022,2631.32,-0.74%,"2,570,401,188.09"
3/20/2022,2616.58,-0.56%,"2,274,626,190.52"
3/21/2022,2634.65,0.69%,"2,592,718,131.45"
3/22/2022,2650.7,0.61%,"2,518,894,178.30"
3/23/2022,2630.36,-0.77%,"2,046,352,547.24"
3/24/2022,2613.67,-0.63%,"3,248,943,824.65"
3/27/2022,2572.23,-1.59%,"4,989,514,415.78"
3/28/2022,2542.28,-1.17%,"2,545,321,813.94"
3/28/2022,2541.84,-1.18%,0
3/29/2022,2527.58,-0.56%,"1,750,628,199.30"
3/30/2022,2568.25,1.61%,"2,250,117,296.35"
3/31/2022,2544.3,-0.93%,"1,890,164,686.40"
4/3/2022,2513.41,-1.21%,"1,460,773,729.18"
4/4/2022,2497.47,-0.63%,"1,584,671,562.02"
4/5/2022,2452.06,-1.86%,"2,671,232,388.39"
4/6/2022,2428.75,-0.95%,"1,995,964,384.22"
4/7/2022,2464.31,1.47%,"2,121,511,279.53"
4/11/2022,2419.71,-1.81%,"2,260,786,628.14"
4/12/2022,2385.02,-1.44%,"1,524,364,418.11"
4/13/2022,2415.24,1.27%,"1,476,318,104.45"
4/17/2022,2385.64,-1.23%,"1,440,723,182.32"
4/18/2022,2343.87,-1.75%,"1,530,692,955.68"
4/19/2022,2357.24,0.57%,"1,326,865,931.84"
4/20/2022,2320.51,-1.56%,"1,458,737,755.46"
4/21/2022,2325.45,0.21%,"1,629,168,847.90"
4/24/2022,2420.91,4.11%,"2,531,275,592.85"
4/25/2022,2386.01,-1.44%,"2,042,253,182.30"
4/26/2022,2370.99,-0.63%,"1,046,014,417.21"
4/27/2022,2376.17,0.22%,"1,089,992,035.93"
4/28/2022,2356.17,-0.84%,"1,496,246,808.20"
5/2/2022,2307.44,-2.07%,"1,423,498,292.37"
5/4/2022,2275.68,-1.38%,"1,269,219,421.49"
5/5/2022,2238.62,-1.63%,"1,654,561,472.54"
5/8/2022,2256.57,0.80%,"1,326,421,671.70"
5/9/2022,2268.84,0.54%,"1,390,607,701.94"
5/10/2022,2313,1.95%,"1,356,687,468.50"
5/11/2022,2369.06,2.42%,"2,163,990,743.33"
5/12/2022,2350.42,-0.79%,"2,328,434,272.93"
5/17/2022,2265.52,-3.61%,"1,644,096,192.86"
5/18/2022,2274.42,0.39%,"1,326,320,346.01"
5/19/2022,2250.91,-1.03%,"1,300,981,996.44"
5/20/2022,2235.09,-0.70%,"932,206,084.34"
5/23/2022,2200.88,-1.53%,"1,369,513,191.50"
5/24/2022,2217.19,0.74%,"1,088,833,541.73"
5/25/2022,2231.57,0.65%,"1,044,626,939.46"
5/26/2022,2239.6,0.36%,"889,834,908.60"
5/27/2022,2223.78,-0.71%,"1,298,905,589.58"
5/30/2022,2173.44,-2.26%,"1,338,856,282.37"
5/31/2022,2137.92,-1.63%,"1,317,699,089.63"
6/1/2022,2130.71,-0.34%,"1,078,484,181.95"
6/2/2022,2112.47,-0.86%,"1,161,514,168.66"
6/3/2022,2078.7,-1.60%,"1,307,359,540.81"
6/6/2022,2065.82,-0.62%,"1,273,385,276.83"
6/7/2022,2020.23,-2.21%,"1,312,806,562.65"
6/8/2022,2080.44,2.98%,"1,640,356,608.05"
6/9/2022,2062.8,-0.85%,"1,472,690,554.25"
6/10/2022,2048.16,-0.71%,"894,124,114.10"
6/13/2022,2032.34,-0.77%,"998,674,262.44"
6/14/2022,1996.26,-1.78%,"1,185,546,179.44"
6/15/2022,1966.37,-1.50%,"1,491,758,817.38"
6/16/2022,1978.94,0.64%,"1,187,145,518.65"
6/17/2022,1971.36,-0.38%,"736,312,157.99"
6/19/2022,1934.11,-1.89%,"1,134,091,212.36"
6/20/2022,1884.81,-2.55%,"1,750,600,171.42"
6/21/2022,1924.74,2.12%,"1,253,757,714.92"
6/22/2022,1893.53,-1.62%,"843,773,459.03"
6/23/2022,1848.28,-2.39%,"1,499,709,634.92"
6/24/2022,1862.06,0.75%,"1,151,208,031.19"
6/26/2022,1956.98,5.10%,"2,196,141,848.83"
6/27/2022,1933.13,-1.22%,"2,044,831,947.71"
6/28/2022,1921.31,-0.61%,"1,058,263,522.26"
6/29/2022,1962.71,2.15%,"1,431,400,640.64"
6/30/2022,2037.64,3.82%,"2,458,619,494.89"
7/1/2022,2028.77,-0.44%,"1,459,312,015.14"
7/3/2022,2086.38,2.84%,"2,480,473,998.90"
7/4/2022,2076.67,-0.47%,"4,349,273,593.21"
7/5/2022,2030.59,-2.22%,"2,968,485,223.95"
7/6/2022,2043.92,0.66%,"2,178,655,700.71"
7/7/2022,2027.32,-0.81%,"1,806,204,764.99"
7/8/2022,1992.61,-1.71%,"1,168,451,395.02"
7/11/2022,1915.61,-3.86%,"2,325,641,022.26"
7/12/2022,1927.28,0.61%,"1,707,752,977.83"
7/13/2022,1986.82,3.09%,"2,044,443,007.47"
7/14/2022,2001.53,0.74%,"2,411,834,599.35"
7/15/2022,2009.46,0.40%,"1,456,259,832.87"
7/17/2022,2011.39,0.10%,"1,232,488,082.72"
7/18/2022,2029.43,0.90%,"1,312,962,959.62"
7/19/2022,2045.63,0.80%,"2,299,316,326.29"
7/20/2022,2050.59,0.24%,"1,731,832,270.05"
7/21/2022,2044.72,-0.29%,"1,642,648,586.50"
7/22/2022,2017.46,-1.33%,"1,443,432,770.47"
7/24/2022,2078.51,3.03%,"2,730,937,196.52"
7/25/2022,2132.96,2.62%,"4,106,818,941.37"
7/26/2022,2088.16,-2.10%,"3,704,998,398.24"
7/27/2022,2111.99,1.14%,"3,161,455,141.99"
7/28/2022,2127.42,0.73%,"4,976,433,105.03"
7/29/2022,2140.39,0.61%,"2,191,619,914.28"
7/31/2022,2195.1,2.55%,"4,609,971,271.66"
8/1/2022,2196.25,0.05%,"4,670,798,756.40"
8/2/2022,2193.43,-0.13%,"3,293,234,705.73"
8/3/2022,2186.77,-0.31%,"4,029,931,439.76"
8/4/2022,2148.16,-1.77%,"3,768,079,173.01"
8/5/2022,2113.3,-1.62%,"2,626,154,947.80"
8/7/2022,2123.82,0.49%,"2,673,338,232.36"
8/8/2022,2106.15,-0.83%,"2,857,072,961.40"
8/9/2022,2062.8,-2.06%,"2,815,144,598.32"
8/10/2022,2056.88,-0.29%,"1,935,520,146.52"
8/11/2022,2037.92,-0.92%,"1,761,023,038.84"
8/14/2022,2010.01,-1.37%,"1,873,281,897.06"
8/15/2022,2065.89,2.78%,"2,432,984,611.90"
8/16/2022,2041.06,-1.20%,"2,734,853,057.66"
8/17/2022,2040.7,-0.02%,"1,405,974,256.30"
8/18/2022,2068.26,1.35%,"2,057,980,056.55"
8/21/2022,2060.55,-0.37%,"2,047,093,688.57"
8/22/2022,2053.13,-0.36%,"1,726,287,429.59"
8/23/2022,2054.95,0.09%,"1,333,560,857.30"
8/24/2022,2057.85,0.14%,"1,526,186,217.86"
8/25/2022,2039.55,-0.89%,"1,717,469,670.13"
8/26/2022,2022.62,-0.83%,"1,294,832,820.01"
8/28/2022,1989.26,-1.65%,"2,059,737,103.36"
8/29/2022,1993.02,0.19%,"1,266,619,150.42"
8/30/2022,1995.21,0.11%,"1,019,516,696.19"
8/31/2022,1973.38,-1.10%,"1,126,217,861.98"
9/1/2022,1972.29,-0.05%,"1,383,462,162.06"
9/2/2022,1970.62,-0.08%,"698,805,950.93"
9/4/2022,1977.3,0.34%,"1,071,615,922.48"
9/5/2022,1973.01,-0.22%,"909,904,751.02"
9/6/2022,1951.79,-1.08%,"23,520,909.40"
9/7/2022,1939.88,-0.61%,"826,230,582.90"
9/8/2022,1937.74,-0.11%,"1,044,440,646.77"
9/11/2022,1926.28,-0.59%,"747,226,625.36"
9/12/2022,1912.74,-0.70%,"831,603,650.57"
9/13/2022,1934.04,1.11%,"922,574,409.66"
9/14/2022,1981.48,2.45%,"1,453,824,649.96"
9/15/2022,1924.48,-2.88%,"2,125,655,787.39"
9/16/2022,1910.38,-0.73%,"908,186,487.98"
9/18/2022,1876.41,-1.78%,"1,601,822,954.98"
9/20/2022,1837.6,-2.07%,"1,229,669,722.27"
9/21/2022,1848.82,0.61%,"11,527,067.90"
9/22/2022,1838.96,-0.53%,"655,705,169.42"
9/25/2022,1815.13,-1.30%,"1,072,480,097.24"
9/27/2022,1831.05,0.88%,"663,013,000.45"
9/28/2022,1837.46,0.35%,"485,408,767.82"
9/29/2022,1853.76,0.89%,"18,117,759.15"
10/9/2022,1898.38,2.41%,"32,308,156.10"
10/10/2022,1871.22,-1.43%,"971,767,714.44"
10/11/2022,1855.16,-0.86%,"552,809,984.50"
10/12/2022,1866.48,0.61%,"691,737,893.98"
10/13/2022,1870.63,0.22%,"829,646,920.43"
10/16/2022,1860.94,-0.52%,"803,525,533.18"
10/17/2022,1858.33,-0.14%,"515,818,989.83"
10/19/2022,1845.51,-0.69%,"643,607,975.26"
10/20/2022,1844.14,-0.07%,"507,689,560.53"
10/23/2022,1858.49,0.78%,"516,803,483.60"
10/31/2022,1874.87,0.88%,"10,864,364.15"
11/1/2022,1930.99,2.99%,"1,290,664,641.80"
11/2/2022,1938.3,0.38%,"1,467,914,875.04"
11/3/2022,1922.16,-0.83%,"898,907,829.98"
11/6/2022,1965.36,2.25%,"1,548,032,561.21"
11/7/2022,1958.94,-0.33%,"2,109,163,383.69"
11/8/2022,1956.36,-0.13%,"1,053,137,466.97"
11/9/2022,1917.22,-2.00%,0
11/10/2022,1893.7,-1.23%,"1,119,461,411.40"
11/13/2022,1883.16,-0.56%,"774,911,706.65"
11/14/2022,1904.45,1.13%,"26,168,768.70"
11/15/2022,1897.86,-0.35%,"1,023,609,960.42"
11/16/2022,1911.26,0.71%,"859,468,158.30"
11/17/2022,1936.83,1.34%,"1,715,419,286.42"
11/22/2022,1929.7,-0.37%,"1,352,885,779.65"
11/23/2022,1921.99,-0.40%,"1,022,293,552.83"
11/24/2022,1933.55,0.60%,"925,174,380.45"
11/27/2022,1965.98,1.68%,"2,025,489,052.14"
11/28/2022,1950.37,-0.79%,"1,494,394,613.66"
11/29/2022,1953.35,0.15%,"957,060,225.96"
11/30/2022,1949.85,-0.18%,"842,695,301.99"
12/1/2022,1961.06,0.58%,"1,322,972,185.65"
12/4/2022,1963.22,0.11%,"1,561,702,992.01"
12/5/2022,1938.76,-1.25%,"1,670,455,034.63"
12/6/2022,1933.88,-0.25%,"965,210,899.14"
12/7/2022,1917.28,-0.86%,"1,654,662,550.99"
12/11/2022,1885.31,-1.67%,"1,103,404,045.08"
12/12/2022,1902.27,0.90%,"1,366,010,464.02"
12/13/2022,1899.7,-0.13%,"777,089,165.15"
12/14/2022,1897.08,-0.14%,"727,877,897.36"
12/15/2022,1882.6,-0.76%,"1,192,616,187.82"
12/18/2022,1855.06,-1.46%,"1,157,155,099.09"
12/19/2022,1858.89,0.21%,"886,098,568.38"
12/20/2022,1873.11,0.76%,"930,839,901.14"
12/21/2022,1867.22,-0.31%,"863,816,561.06"
12/22/2022,1867.21,0.00%,"1,119,797,921.31"
12/26/2022,1924.09,3.05%,"2,097,049,941.35"
12/27/2022,1983.95,3.11%,"3,884,396,997.98"
12/28/2022,1972.15,-0.60%,"2,153,547,207.91"
12/29/2022,2029.03,2.88%,"2,860,345,781.68"
1/1/2023,2046.26,0.85%,"4,048,879,510.19"
1/2/2023,2064.09,0.87%,"2,960,927,440.67"
1/3/2023,2061.06,-0.15%,"3,458,089,787.92"
1/4/2023,2125.84,3.14%,"3,501,142,097.43"
1/5/2023,2143.93,0.84%,"5,040,740,937.09"
1/8/2023,2164.61,0.96%,"5,459,925,001.19"
1/9/2023,2211.76,2.18%,"5,314,307,853.43"
1/10/2023,2190.42,-0.97%,"7,658,823,579.86"
1/12/2023,2149.39,-1.87%,"5,477,624,724.37"
1/17/2023,2182.11,1.52%,"3,724,794,587.76"
1/18/2023,2173.1,-0.41%,"4,928,714,602.65"
1/19/2023,2178.81,0.26%,"3,044,529,329.67"
1/23/2023,2165.1,-0.63%,"3,864,008,973.69"
1/24/2023,2173.25,0.38%,"3,003,230,039.44"
1/25/2023,2183.62,0.48%,"3,466,508,338.64"
1/26/2023,2183.21,-0.02%,"2,860,082,839.03"
1/29/2023,2168.53,-0.67%,"3,017,063,956.47"
1/30/2023,2127.52,-1.89%,"3,302,201,825.93"
1/31/2023,2111.68,-0.74%,"2,824,540,406.61"
2/1/2023,2116.65,0.24%,"1,767,051,916.00"
2/2/2023,2094.54,-1.04%,"2,096,419,161.88"
2/5/2023,2096.08,0.07%,"1,931,719,103.93"
2/6/2023,2100.7,0.22%,"1,474,161,645.60"
2/7/2023,2177.34,3.65%,"3,362,267,078.75"
2/8/2023,2170.21,-0.33%,"3,691,972,817.15"
2/9/2023,2182.61,0.57%,"2,062,058,749.14"
2/12/2023,2121.75,-2.79%,"3,047,739,812.93"
2/14/2023,2105.46,-0.77%,"1,787,016,372.71"
2/15/2023,2091.56,-0.66%,"1,732,575,202.79"
2/16/2023,2070.41,-1.01%,"1,684,942,096.45"
2/20/2023,2046.81,-1.14%,"1,947,623,993.42"
2/22/2023,2080.38,1.64%,"1,803,282,180.68"
2/23/2023,2022.64,-2.78%,"2,522,713,153.88"
2/26/2023,2027.19,0.22%,"2,525,071,806.13"
2/27/2023,2023.54,-0.18%,"1,893,736,365.84"
2/28/2023,2019.93,-0.18%,"1,387,865,515.75"
3/1/2023,1995.49,-1.21%,"1,288,363,424.63"
3/2/2023,1967.4503,-1.41%,"28,656,085.50"
3/5/2023,1938.25,-1.56%,"1,392,354,893.48"
3/7/2023,1952.66,0.74%,"1,204,409,411.62"
3/9/2023,2002.7,2.56%,"1,565,558,802.91"
3/12/2023,1975.89,-1.34%,"1,666,931,510.75"
3/13/2023,1951.21,-1.25%,"1,162,503,515.16"
3/14/2023,1953.06,0.09%,"1,135,925,357.91"
3/15/2023,1938.62,-0.74%,"1,202,141,882.65"
3/16/2023,1933.31,-0.27%,"1,141,455,062.50"
3/19/2023,1926.4,-0.36%,"1,069,804,825.13"
3/20/2023,1949.06,1.18%,"1,298,583,988.29"
3/22/2023,1933.29,-0.81%,"1,333,719,929.67"
3/23/2023,1915.14,-0.94%,"1,413,172,802.50"
3/26/2023,1888.27,-1.40%,"1,289,371,531.03"
3/27/2023,1906,0.94%,"1,382,767,991.84"
3/28/2023,1918.1,0.63%,"1,443,713,878.31"
3/29/2023,1919.42,0.05%,"816,219,129.76"
3/30/2023,1908.55,-0.57%,"899,532,139.40"
4/2/2023,1888.55,-1.05%,"1,207,122,600.13"
4/3/2023,1871.88,-0.88%,"920,249,011.54"
4/4/2023,1866.68,-0.28%,"917,610,296.04"
4/5/2023,1875.07,0.45%,"816,046,790.00"
4/6/2023,1866.79,-0.44%,"920,686,094.33"
4/9/2023,1838.48,-1.52%,"1,159,448,411.72"
4/10/2023,1844.02,0.30%,"911,976,049.12"
4/11/2023,1871.33,1.48%,"945,249,179.36"
4/12/2023,1963.55,4.93%,"1,976,076,732.34"
4/13/2023,1934.47,-1.48%,"1,653,334,665.77"
4/16/2023,1931.68,-0.14%,"974,599,061.51"
4/17/2023,1908.04,-1.22%,"920,078,571.12"
4/18/2023,1904.98,-0.16%,"870,448,151.88"
4/19/2023,1920.12,0.79%,"872,141,116.12"
4/20/2023,1904.4,-0.82%,"983,367,311.00"
4/23/2023,1885.6,-0.99%,"828,534,036.34"
4/24/2023,1888.32,0.14%,"751,330,393.70"
4/25/2023,1905.68,0.92%,"885,578,270.76"
4/26/2023,1892,-0.72%,"847,028,219.41"
4/27/2023,1889.73,-0.12%,"739,650,247.50"
4/30/2023,1870.65,-1.01%,"954,322,377.94"
5/2/2023,1866.4,-0.23%,"692,271,755.19"
5/3/2023,1857.23,-0.49%,"620,266,016.88"
5/4/2023,1869.73,0.69%,"732,689,811.89"
5/7/2023,1850.61,-1.02%,"608,135,094.13"
5/8/2023,1833.69,-0.91%,"824,217,001.85"
5/9/2023,1844.36,0.58%,"774,760,647.07"
5/10/2023,1841.93,-0.13%,"589,100,077.12"
5/11/2023,1838.59,-0.18%,"578,841,593.52"
5/14/2023,1821.64,-0.92%,"900,563,856.25"
5/15/2023,1818.31,-0.18%,"724,969,980.40"
5/16/2023,1821.6,0.18%,"640,117,260.52"
5/17/2023,1845.01,1.28%,"857,624,318.46"
5/18/2023,1877.32,1.75%,"1,474,765,388.21"
5/21/2023,1883.2,0.31%,"1,600,492,731.53"
5/22/2023,1891.31,0.43%,"1,278,704,726.38"
5/23/2023,1942.63,2.71%,"2,200,023,945.87"
5/24/2023,1959.12,0.85%,"1,873,018,024.09"
5/28/2023,1941.74,-0.89%,"2,639,659,499.70"
5/30/2023,1888.61,-2.74%,"2,341,777,844.61"
5/31/2023,1849.79,-2.06%,"2,315,169,571.94"
6/1/2023,1866.34,0.89%,"1,654,648,922.34"
6/4/2023,1919.37,2.84%,"1,656,340,391.57"
6/5/2023,1901.99,-0.91%,"1,973,491,107.31"
6/6/2023,1927.65,1.35%,"1,981,012,701.99"
6/7/2023,1932.33,0.24%,"2,368,815,635.92"
6/8/2023,1939.61,0.38%,"2,305,888,931.72"
6/11/2023,1980.09,2.09%,"3,454,344,563.91"
6/12/2023,1987.87,0.39%,"2,886,509,415.69"
6/13/2023,2020.64,1.72%,"4,126,695,943.97"
6/14/2023,2037.06,0.81%,"5,017,807,682.80"
6/15/2023,2042.07,0.25%,"3,162,810,843.58"
6/18/2023,2094.33,2.56%,"4,869,184,016.02"
6/19/2023,2091.39,-0.14%,"4,740,608,880.28"
6/20/2023,2064.83,-1.27%,"4,110,606,953.97"
6/21/2023,2050.78,-0.68%,"3,496,822,260.78"
6/22/2023,2055.53,0.23%,"3,444,862,501.60"
6/25/2023,2117.73,3.03%,"6,490,412,665.89"
6/26/2023,2129.42,0.55%,"5,312,422,087.27"
6/27/2023,2186.36,2.67%,"5,476,287,740.48"
6/28/2023,2150.99,-1.62%,"5,972,286,481.45"
7/2/2023,2097.29,-2.50%,"5,081,976,179.39"
7/3/2023,2075.97,-1.02%,"4,051,078,375.44"
7/4/2023,2088.7,0.61%,"2,576,140,128.50"
7/5/2023,2049.44,-1.88%,"3,073,992,136.78"
7/6/2023,2049.38,0.00%,"3,077,498,315.30"
7/9/2023,2077.76,1.38%,"3,042,543,961.01"
7/10/2023,2076.96,-0.04%,"3,797,986,583.25"
7/11/2023,2072.24,-0.23%,"2,859,490,490.47"
7/12/2023,2097.55,1.22%,"3,187,695,774.34"
7/13/2023,2084.93,-0.60%,"3,390,660,605.31"
7/16/2023,2097.09,0.58%,"2,376,427,573.77"
7/17/2023,2144.16,2.24%,"2,560,191,288.71"
7/18/2023,2154.07,0.46%,"3,548,829,029.13"
7/19/2023,2165.24,0.52%,"3,348,679,900.45"
7/20/2023,2163.92,-0.06%,"3,052,410,659.63"
7/23/2023,2227.16,2.92%,"4,375,196,232.80"
7/24/2023,2200.5,-1.19%,"4,737,608,810.44"
7/25/2023,2164.31,-1.64%,"2,910,732,418.71"
7/26/2023,2156.2,-0.37%,"2,432,508,769.57"
7/27/2023,2126.48,-1.37%,"2,425,780,564.10"
7/30/2023,2100.34,-1.22%,"2,502,886,527.87"
7/31/2023,2106.18,0.27%,"1,858,002,175.73"
8/1/2023,2077.58,-1.35%,"1,924,434,899.90"
8/2/2023,2086.84,0.44%,"1,812,473,856.13"
8/3/2023,2089.84,0.14%,"1,781,941,701.81"
8/6/2023,2051.47,-1.83%,"2,687,148,234.55"
8/7/2023,2048.26,-0.15%,"2,333,573,297.98"
8/8/2023,2019.85,-1.38%,"1,737,014,499.56"
8/9/2023,2060.91,2.03%,"1,888,326,469.62"
8/10/2023,2066.05,0.24%,"2,156,583,945.68"
8/13/2023,2080.86,0.71%,"3,018,460,512.26"
8/14/2023,2077.24,-0.17%,"2,091,390,638.30"
8/15/2023,2045.44,-1.53%,"2,157,312,369.51"
8/16/2023,2025.12,-0.99%,"1,679,980,623.09"
8/17/2023,2033.13,0.39%,"1,541,367,398.79"
8/20/2023,2011.14,-1.08%,"1,447,408,942.67"
8/21/2023,1998.28,-0.64%,"1,408,981,601.68"
8/22/2023,2015.98,0.88%,"1,332,564,769.51"
8/23/2023,2045.45,1.46%,"1,510,488,984.60"
8/24/2023,2013.93,-1.54%,"1,550,582,685.37"
8/27/2023,1993.38,-1.02%,"1,262,767,876.55"
8/28/2023,1998.48,0.25%,"988,628,562.24"
8/29/2023,1993.42,-0.25%,"865,120,452.40"
8/30/2023,1990.59,-0.14%,"1,130,008,041.15"
9/3/2023,1960.78,-1.49%,"1,186,618,410.87"
9/4/2023,1967.83,0.35%,"1,099,139,697.16"
9/5/2023,1961.37,-0.32%,"796,870,408.05"
9/7/2023,1932.45,-1.47%,"1,150,920,607.60"
9/10/2023,1942.68,0.52%,"1,072,212,418.60"
9/11/2023,1986.99,2.28%,"1,518,343,397.24"
9/12/2023,1967.57,-0.97%,"1,135,057,515.51"
9/13/2023,2007.06,2.00%,"1,495,521,905.77"
9/17/2023,1964.91,-2.09%,"2,028,465,610.94"
9/18/2023,1969.18,0.21%,"870,444,156.82"
9/19/2023,1985.43,0.82%,"1,176,680,757.50"
9/21/2023,2029.78,2.23%,"3,293,921,368.32"
9/24/2023,2010.35,-0.95%,"2,326,895,206.99"
9/25/2023,2004.45,-0.29%,"1,565,573,471.78"
9/26/2023,2022.91,0.92%,"2,093,809,518.54"
9/27/2023,2004.3,-0.91%,"1,814,359,022.20"
10/1/2023,1971.1,-1.65%,"1,830,486,743.11"
10/2/2023,1976.29,0.26%,"1,737,314,092.32"
10/3/2023,1958.72,-0.88%,"1,199,101,324.81"
10/4/2023,1967.97,0.47%,"1,189,931,385.37"
10/5/2023,1956.92,-0.56%,"1,106,519,418.20"
10/8/2023,1921.24,-1.82%,"1,801,766,294.08"
10/9/2023,1908.66,-0.65%,"1,170,172,722.08"
10/10/2023,1889.59,-0.99%,"1,283,182,145.32"
10/11/2023,1894.76,0.27%,"1,088,547,980.13"
10/12/2023,1874.6,-1.20%,"1,700,129,815.00"
10/16/2023,1851.43,-1.23%,"1,253,291,070.96"
10/17/2023,1864.62,0.71%,"1,008,437,860.61"
10/18/2023,1907.89,2.32%,"934,894,218.15"
10/19/2023,1903.84,-0.21%,"970,612,892.03"
10/29/2023,1875.65,-1.48%,"742,925,392.56"
10/30/2023,1878.7,0.16%,"694,222,217.37"
10/31/2023,1864.4,-0.76%,"571,483,276.48"
11/1/2023,1858.56,-0.31%,"812,089,291.31"
11/2/2023,1847.7,-0.58%,"964,477,711.41"
11/5/2023,1826.23,-1.16%,"972,367,278.92"
11/6/2023,1847.54,1.16%,"938,929,040.59"
11/7/2023,1858.76,0.60%,"996,586,291.90"
11/8/2023,1863.94,0.27%,"782,743,264.94"
11/9/2023,1852.08,-0.63%,"836,005,656.08"
11/20/2023,1853.48,0.07%,"1,099,318,029.70"
11/21/2023,1829.65,-1.28%,"950,479,583.91"
11/22/2023,1850.33,1.13%,"1,087,098,495.59"
11/23/2023,1860.2,0.53%,"1,348,347,430.30"
11/26/2023,1907.95,2.56%,"2,011,763,358.52"
11/27/2023,1896.67,-0.59%,"1,754,750,755.82"
11/28/2023,1894.53,-0.11%,"1,280,228,971.86"
11/29/2023,1876.6,-0.94%,"1,014,195,575.01"
11/29/2023,1874.79,-1.04%,"3,312,197.00"
11/30/2023,1858.53,-0.96%,"1,323,519,357.21"
12/3/2023,1851.23,-0.39%,"964,010,431.27"
12/4/2023,1847.81,-0.18%,"1,197,257,894.69"
12/5/2023,1837.71,-0.54%,"1,544,935,438.34"
12/6/2023,1841.04,0.18%,"1,141,812,382.78"
12/7/2023,1852.77,0.63%,"2,799,146,433.95"
12/10/2023,1963.98,6.00%,"482,482,239.14"
12/11/2023,1948.57,-0.78%,"4,842,774,386.84"
12/12/2023,1985.44,1.89%,"4,309,019,196.26"
12/13/2023,1988.04,0.13%,"3,909,198,570.27"
12/14/2023,1994.6,0.32%,"3,151,635,750.12"
12/17/2023,2022.35,1.39%,"5,157,846,979.05"
12/18/2023,2060.49,1.88%,"6,868,177,565.83"
12/19/2023,2106.48,2.23%,"5,984,699,175.73"
12/20/2023,2141.87,1.68%,"7,009,575,176.13"
12/21/2023,2109.1,-1.53%,"6,274,324,811.90"
12/24/2023,2088.07,-0.99%,"7,111,733,829.80"
12/27/2023,2070.84,-0.82%,"5,248,782,611.37"
12/28/2023,2068.9,-0.09%,"4,290,932,297.60"
1/1/2024,2060.15,-0.42%,"4,483,982,461.34"
1/2/2024,2030.1,-1.45%,"4,044,659,922.73"
1/3/2024,2058,1.37%,"4,048,857,454.59"
1/4/2024,2049.28,-0.42%,"5,581,107,804.70"
1/7/2024,2022.92,-1.28%,"5,241,408,379.85"
1/8/2024,2059.49,1.80%,"4,675,224,906.28"
1/9/2024,2080.12,1.00%,"6,118,317,866.67"
1/10/2024,2089.62,0.45%,"5,134,848,789.38"
1/11/2024,2088.99,-0.03%,"4,307,763,277.27"
1/14/2024,2120.62,1.51%,"5,450,421,806.40"
1/16/2024,2175.17,2.57%,"8,023,862,406.69"
1/17/2024,2163.06,-0.55%,"9,768,969,868.61"
1/18/2024,2155.82,-0.33%,"8,174,986,282.97"
1/21/2024,2130.18,-1.18%,"7,677,740,058.04"
1/22/2024,2098.69,-1.47%,"6,366,070,003.35"
1/23/2024,2098.29,-0.01%,"4,294,566,751.66"
1/24/2024,2088.04,-0.48%,"3,897,022,598.98"
1/25/2024,2084.09,-0.18%,"3,764,505,450.98"
1/28/2024,2094.46,0.49%,"3,833,776,580.76"
1/29/2024,2104.72,0.48%,"4,566,522,230.82"
1/30/2024,2119.61,0.70%,"5,544,217,593.12"
1/31/2024,2097.93,-1.02%,"5,295,605,057.48"
2/1/2024,2067.01,-1.47%,"4,180,632,139.37"
2/4/2024,2061.7,-0.25%,"3,216,727,221.79"
2/5/2024,2076.27,0.70%,"2,438,058,254.56"
2/6/2024,2085.71,0.45%,"2,591,534,907.76"
2/7/2024,2090.64,0.23%,"2,842,550,237.47"
2/8/2024,2096.38,0.27%,"3,212,283,453.63"
2/11/2024,2085.82,-0.50%,"4,085,678,472.16"
2/12/2024,2101.16,0.73%,"3,586,984,128.48"
2/13/2024,2070.59,-1.45%,"4,667,179,304.14"
2/14/2024,2076.5,0.28%,"4,252,722,895.26"
2/15/2024,2062.03,-0.69%,"3,869,118,741.98"
2/18/2024,2034.82,-1.31%,"3,775,422,196.17"
2/20/2024,2033.06,-0.08%,"3,113,556,978.43"
2/21/2024,2026.59,-0.31%,"2,241,961,799.37"
2/22/2024,2005.83,-1.02%,"3,206,167,025.37"
2/25/2024,1979.02,-1.33%,"3,086,951,070.51"
2/26/2024,1992.3,0.67%,"2,017,739,060.68"
2/27/2024,2001.64,0.46%,"1,869,813,526.21"
2/28/2024,2000.77,-0.04%,"2,038,100,977.42"
2/29/2024,1972.09,-1.43%,"2,598,737,228.86"
3/3/2024,1960.3,-0.59%,"2,082,786,089.08"
3/4/2024,2078,6.00%,"375,209,978.32"
3/5/2024,2007.69,-3.38%,"4,113,676,958.02"
3/6/2024,2017.03,0.46%,"3,450,838,357.20"
3/7/2024,2030.55,0.67%,"3,199,205,820.35"
